hgnc_symbol	ensembl_gene_id	chromosome_name	feature	included
CASP8AP2	ENSG00000118412	6	CASP8AP2|9994	TRUE
CASP8	ENSG00000064012	2	CASP8|841	FALSE
CASP9	ENSG00000132906	1	CASP9|842	TRUE
CASQ1	ENSG00000143318	1	CASQ1|844	TRUE
CASQ2	ENSG00000118729	1	CASQ2|845	FALSE
CASS4	ENSG00000087589	20	CASS4|57091	FALSE
CAST	ENSG00000153113	5	CAST|831	TRUE
CASZ1	ENSG00000130940	1	CASZ1|54897	FALSE
CATSPER1	ENSG00000175294	11	CATSPER1|117144	FALSE
CATSPER2P1	ENSG00000205771	15	CATSPER2P1|440278	FALSE
CATSPER2	ENSG00000166762	15	CATSPER2|117155	FALSE
CATSPER3	ENSG00000152705	5	CATSPER3|347732	FALSE
CATSPER4	ENSG00000188782	1	CATSPER4|378807	FALSE
CATSPERB	ENSG00000133962	14	CATSPERB|79820	FALSE
CATSPERG	ENSG00000099338	19	CATSPERG|57828	FALSE
CAT	ENSG00000121691	11	CAT|847	TRUE
CAV1	ENSG00000105974	7	CAV1|857	TRUE
CAV2	ENSG00000105971	7	CAV2|858	TRUE
CAV3	ENSG00000182533	3	CAV3|859	FALSE
MICU1	ENSG00000107745	10	CBARA1|10367	TRUE
CBFA2T2	ENSG00000078699	20	CBFA2T2|9139	TRUE
CBFA2T3	ENSG00000129993	16	CBFA2T3|863	FALSE
CBFB	ENSG00000067955	16	CBFB|865	TRUE
CBLB	ENSG00000114423	3	CBLB|868	TRUE
CBLC	ENSG00000142273	19	CBLC|23624	FALSE
CBLL1	ENSG00000105879	7	CBLL1|79872	TRUE
CBLN1	ENSG00000102924	16	CBLN1|869	FALSE
CBLN2	ENSG00000141668	18	CBLN2|147381	TRUE
CBLN3	ENSG00000139899	14	CBLN3|643866	FALSE
CBLN4	ENSG00000054803	20	CBLN4|140689	TRUE
CBL	ENSG00000110395	11	CBL|867	TRUE
CBR1	ENSG00000159228	21	CBR1|873	TRUE
CBR3	ENSG00000159231	21	CBR3|874	FALSE
CBR4	ENSG00000145439	4	CBR4|84869	TRUE
CBS	ENSG00000160200	21	CBS|875	TRUE
CBWD1	ENSG00000172785	9	CBWD1|55871	TRUE
CBWD2	ENSG00000136682	2	CBWD2|150472	TRUE
CBWD7	ENSG00000215126	9	CBWD6|644019	FALSE
CBX1	ENSG00000108468	17	CBX1|10951	TRUE
CBX2	ENSG00000173894	17	CBX2|84733	TRUE
CBX3	ENSG00000122565	7	CBX3|11335	TRUE
CBX4	ENSG00000141582	17	CBX4|8535	TRUE
23468	ENSG00000094916	12	CBX5|23468	TRUE
CBX6	ENSG00000183741	22	CBX6|23466	TRUE
CBX7	ENSG00000100307	22	CBX7|23492	TRUE
CBX8	ENSG00000141570	17	CBX8|57332	FALSE
CBY1	ENSG00000100211	22	CBY1|25776	TRUE
CC2D1A	ENSG00000132024	19	CC2D1A|54862	TRUE
CC2D1B	ENSG00000154222	1	CC2D1B|200014	TRUE
CC2D2A	ENSG00000048342	4	CC2D2A|57545	TRUE
387707	ENSG00000188649	10	CC2D2B|387707	FALSE
CCAR1	ENSG00000060339	10	CCAR1|55749	TRUE
CCBE1	ENSG00000183287	18	CCBE1|147372	FALSE
KYAT1	ENSG00000171097	9	CCBL1|883	TRUE
KYAT3	ENSG00000137944	1	CCBL2|56267	TRUE
ACKR2	ENSG00000144648	3	CCBP2|1238	FALSE
SGF29	ENSG00000176476	16	CCDC101|112869	TRUE
CCDC102A	ENSG00000135736	16	CCDC102A|92922	FALSE
CCDC102B	ENSG00000150636	18	CCDC102B|79839	TRUE
CFAP36	ENSG00000163001	2	CCDC104|112942	TRUE
CCDC105	ENSG00000160994	19	CCDC105|126402	FALSE
CCDC106	ENSG00000173581	19	CCDC106|29903	TRUE
CCDC107	ENSG00000159884	9	CCDC107|203260	TRUE
CFAP65	ENSG00000181378	2	CCDC108|255101	FALSE
MCU	ENSG00000156026	10	CCDC109A|90550	FALSE
CCDC109B	ENSG00000005059	4	CCDC109B|55013	FALSE
CCDC110	ENSG00000168491	4	CCDC110|256309	FALSE
PRIMPOL	ENSG00000164306	4	CCDC111|201973	TRUE
CCDC112	ENSG00000164221	5	CCDC112|153733	TRUE
CCDC113	ENSG00000103021	16	CCDC113|29070	TRUE
CCDC114	ENSG00000105479	19	CCDC114|93233	FALSE
CCDC115	ENSG00000136710	2	CCDC115|84317	TRUE
CCDC116	ENSG00000161180	22	CCDC116|164592	FALSE
CCDC117	ENSG00000159873	22	CCDC117|150275	TRUE
CFAP53	ENSG00000172361	18	CCDC11|220136	FALSE
CCDC120	ENSG00000147144	X	CCDC120|90060	TRUE
CCDC121	ENSG00000176714	2	CCDC121|79635	FALSE
CCDC122	ENSG00000151773	13	CCDC122|160857	FALSE
CEP89	ENSG00000121289	19	CCDC123|84902	TRUE
CCDC124	ENSG00000007080	19	CCDC124|115098	TRUE
CCDC125	ENSG00000183323	5	CCDC125|202243	FALSE
CCDC126	ENSG00000169193	7	CCDC126|90693	FALSE
CCDC127	ENSG00000164366	5	CCDC127|133957	TRUE
CCDC129	ENSG00000180347	7	CCDC129|223075	FALSE
CCDC12	ENSG00000160799	3	CCDC12|151903	TRUE
CCDC130	ENSG00000104957	19	CCDC130|81576	TRUE
VPS50	ENSG00000004766	7	CCDC132|55610	TRUE
CCDC134	ENSG00000100147	22	CCDC134|79879	FALSE
DRC7	ENSG00000159625	16	CCDC135|84229	FALSE
CCDC136	ENSG00000128596	7	CCDC136|64753	TRUE
CCDC137	ENSG00000185298	17	CCDC137|339230	TRUE
CCDC138	ENSG00000163006	2	CCDC138|165055	FALSE
CCDC13	ENSG00000244607	3	CCDC13|152206	FALSE
CCDC140	ENSG00000163081	2	CCDC140|151278	FALSE
CCDC141	ENSG00000163492	2	CCDC141|285025	FALSE
CCDC142	ENSG00000135637	2	CCDC142|84865	FALSE
CCDC144A	ENSG00000170160	17	CCDC144A|9720	FALSE
CCDC144B	ENSG00000154874	17	CCDC144B|284047	FALSE
CCDC144NL	ENSG00000205212	17	CCDC144NL|339184	FALSE
CCDC146	ENSG00000135205	7	CCDC146|57639	TRUE
CFAP58	ENSG00000120051	10	CCDC147|159686	FALSE
CCDC148	ENSG00000153237	2	CCDC148|130940	FALSE
CCDC149	ENSG00000181982	4	CCDC149|91050	TRUE
CCDC14	ENSG00000175455	3	CCDC14|64770	TRUE
CCDC150	ENSG00000144395	2	CCDC150|284992	FALSE
CCDC151	ENSG00000198003	19	CCDC151|115948	FALSE
CCDC152	ENSG00000198865	5	CCDC152|100129792	FALSE
CCDC153	ENSG00000248712	11	CCDC153|283152	FALSE
CCDC154	ENSG00000197599	16	CCDC154|645811	FALSE
CCDC155	ENSG00000161609	19	CCDC155|147872	FALSE
CCDC157	ENSG00000187860	22	CCDC157|550631	FALSE
CCDC158	ENSG00000163749	4	CCDC158|339965	FALSE
CCDC159	ENSG00000183401	19	CCDC159|126075	FALSE
CCDC15	ENSG00000149548	11	CCDC15|80071	FALSE
CCDC160	ENSG00000203952	X	CCDC160|347475	FALSE
CCDC17	ENSG00000159588	1	CCDC17|149483	FALSE
CCDC18	ENSG00000122483	1	CCDC18|343099	FALSE
CFAP45	ENSG00000213085	1	CCDC19|25790	FALSE
CEP85	ENSG00000130695	1	CCDC21|64793	TRUE
CCDC22	ENSG00000101997	X	CCDC22|28952	TRUE
SVBP	ENSG00000177868	1	CCDC23|374969	TRUE
CCDC24	ENSG00000159214	1	CCDC24|149473	FALSE
CCDC25	ENSG00000147419	8	CCDC25|55246	TRUE
CCDC27	ENSG00000162592	1	CCDC27|148870	FALSE
CCDC28A	ENSG00000024862	6	CCDC28A|25901	TRUE
CCDC28B	ENSG00000160050	1	CCDC28B|79140	TRUE
CCDC30	ENSG00000186409	1	CCDC30|728621	FALSE
CCDC33	ENSG00000140481	15	CCDC33|80125	FALSE
CCDC34	ENSG00000109881	11	CCDC34|91057	TRUE
CCDC36	ENSG00000173421	3	CCDC36|339834	FALSE
CFAP100	ENSG00000163885	3	CCDC37|348807	FALSE
CCDC38	ENSG00000165972	12	CCDC38|120935	FALSE
339829	ENSG00000145075	3	CCDC39|339829	FALSE
CCDC3	ENSG00000151468	10	CCDC3|83643	TRUE
CCDC40	ENSG00000141519	17	CCDC40|55036	TRUE
CEP83	ENSG00000173588	12	CCDC41|51134	TRUE
CFAP73	ENSG00000186710	12	CCDC42B|387885	FALSE
CCDC42	ENSG00000161973	17	CCDC42|146849	FALSE
CCDC43	ENSG00000180329	17	CCDC43|124808	TRUE
CEP95	ENSG00000258890	17	CCDC45|90799	TRUE
CEP112	ENSG00000154240	17	CCDC46|201134	FALSE
CCDC47	ENSG00000108588	17	CCDC47|57003	TRUE
EFCC1	ENSG00000114654	3	CCDC48|79825	FALSE
CCDC50	ENSG00000152492	3	CCDC50|152137	TRUE
CCDC51	ENSG00000164051	3	CCDC51|79714	FALSE
SPICE1	ENSG00000163611	3	CCDC52|152185	FALSE
CCDC53	ENSG00000120860	12	CCDC53|51019	TRUE
CCDC54	ENSG00000138483	3	CCDC54|84692	FALSE
84081	ENSG00000126653	17	CCDC55|84081	TRUE
COA3	ENSG00000183978	17	CCDC56|28958	TRUE
CCDC57	ENSG00000176155	17	CCDC57|284001	TRUE
CCDC58	ENSG00000160124	3	CCDC58|131076	FALSE
CCDC59	ENSG00000133773	12	CCDC59|29080	FALSE
CCDC60	ENSG00000183273	12	CCDC60|160777	FALSE
CCDC61	ENSG00000104983	19	CCDC61|729440	FALSE
CCDC62	ENSG00000130783	12	CCDC62|84660	FALSE
CCDC63	ENSG00000173093	12	CCDC63|160762	FALSE
BICDL2	ENSG00000162069	16	CCDC64B|146439	FALSE
BICDL1	ENSG00000135127	12	CCDC64|92558	FALSE
CCDC65	ENSG00000139537	12	CCDC65|85478	FALSE
CCDC66	ENSG00000180376	3	CCDC66|285331	TRUE
CCDC67	ENSG00000165325	11	CCDC67|159989	FALSE
CCDC68	ENSG00000166510	18	CCDC68|80323	FALSE
CCDC69	ENSG00000198624	5	CCDC69|26112	FALSE
CCDC6	ENSG00000108091	10	CCDC6|8030	TRUE
CCDC70	ENSG00000123171	13	CCDC70|83446	FALSE
CCDC71	ENSG00000177352	3	CCDC71|64925	TRUE
TMA7	ENSG00000232112	3	CCDC72|51372	TRUE
CCDC73	ENSG00000186714	11	CCDC73|493860	FALSE
CCDC74A	ENSG00000163040	2	CCDC74A|90557	FALSE
CCDC74B	ENSG00000152076	2	CCDC74B|91409	FALSE
GPATCH11	ENSG00000152133	2	CCDC75|253635	TRUE
TRMT13	ENSG00000122435	1	CCDC76|54482	TRUE
CCDC77	ENSG00000120647	12	CCDC77|84318	FALSE
CCDC78	ENSG00000162004	16	CCDC78|124093	FALSE
TERB1	ENSG00000249961	16	CCDC79|283847	FALSE
CCDC80	ENSG00000091986	3	CCDC80|151887	TRUE
CCDC81	ENSG00000149201	11	CCDC81|60494	FALSE
CCDC82	ENSG00000149231	11	CCDC82|79780	TRUE
CCDC83	ENSG00000150676	11	CCDC83|220047	FALSE
CCDC84	ENSG00000186166	11	CCDC84|338657	FALSE
CCDC85A	ENSG00000055813	2	CCDC85A|114800	TRUE
CCDC85B	ENSG00000175602	11	CCDC85B|11007	TRUE
CCDC85C	ENSG00000205476	14	CCDC85C|317762	TRUE
CCDC86	ENSG00000110104	11	CCDC86|79080	TRUE
CCDC87	ENSG00000182791	11	CCDC87|55231	FALSE
CCDC88A	ENSG00000115355	2	CCDC88A|55704	FALSE
CCDC88B	ENSG00000168071	11	CCDC88B|283234	TRUE
CCDC88C	ENSG00000015133	14	CCDC88C|440193	TRUE
CCDC89	ENSG00000179071	11	CCDC89|220388	FALSE
CCDC8	ENSG00000169515	19	CCDC8|83987	FALSE
MCUR1	ENSG00000050393	6	CCDC90A|63933	TRUE
CCDC90B	ENSG00000137500	11	CCDC90B|60492	TRUE
CCDC91	ENSG00000123106	12	CCDC91|55297	TRUE
CCDC92	ENSG00000119242	12	CCDC92|80212	TRUE
CCDC93	ENSG00000125633	2	CCDC93|54520	TRUE
CCDC94	ENSG00000105248	19	CCDC94|55702	TRUE
CCDC96	ENSG00000173013	4	CCDC96|257236	FALSE
CCDC97	ENSG00000142039	19	CCDC97|90324	TRUE
SPDL1	ENSG00000040275	5	CCDC99|54908	TRUE
CCDC9	ENSG00000105321	19	CCDC9|26093	FALSE
CCIN	ENSG00000185972	9	CCIN|881	FALSE
CCKAR	ENSG00000163394	4	CCKAR|886	FALSE
CCKBR	ENSG00000110148	11	CCKBR|887	FALSE
CCK	ENSG00000187094	3	CCK|885	TRUE
CCL11	ENSG00000172156	17	CCL11|6356	FALSE
CCL13	ENSG00000181374	17	CCL13|6357	FALSE
CCL14	ENSG00000276409	17	CCL14|6358	FALSE
CCL15	ENSG00000275718	17	CCL15|6359	FALSE
CCL16	ENSG00000275152	17	CCL16|6360	FALSE
CCL17	ENSG00000102970	16	CCL17|6361	FALSE
CCL18	ENSG00000275385	17	CCL18|6362	FALSE
CCL19	ENSG00000172724	9	CCL19|6363	FALSE
CCL1	ENSG00000108702	17	CCL1|6346	FALSE
CCL20	ENSG00000115009	2	CCL20|6364	FALSE
CCL21	ENSG00000137077	9	CCL21|6366	FALSE
CCL22	ENSG00000102962	16	CCL22|6367	FALSE
CCL23	ENSG00000274736	17	CCL23|6368	FALSE
CCL24	ENSG00000106178	7	CCL24|6369	FALSE
CCL25	ENSG00000131142	19	CCL25|6370	FALSE
CCL26	ENSG00000006606	7	CCL26|10344	FALSE
CCL27	ENSG00000213927	9	CCL27|10850	FALSE
CCL28	ENSG00000151882	5	CCL28|56477	FALSE
CCL2	ENSG00000108691	17	CCL2|6347	TRUE
6349	ENSG00000276085	17	CCL3L1|6349	TRUE
414062	ENSG00000276085	17	CCL3L3|414062	FALSE
CCL3	ENSG00000277632	17	CCL3|6348	TRUE
388372	ENSG00000276070	17	CCL4L2|388372	TRUE
CCL4	ENSG00000275302	17	CCL4|6351	TRUE
CCL5	ENSG00000271503	17	CCL5|6352	FALSE
CCL7	ENSG00000108688	17	CCL7|6354	FALSE
CCL8	ENSG00000108700	17	CCL8|6355	FALSE
CCM2	ENSG00000136280	7	CCM2|83605	TRUE
CCNA1	ENSG00000133101	13	CCNA1|8900	FALSE
CCNA2	ENSG00000145386	4	CCNA2|890	FALSE
CCNB1IP1	ENSG00000100814	14	CCNB1IP1|57820	TRUE
CCNB1	ENSG00000134057	5	CCNB1|891	TRUE
CCNB2	ENSG00000157456	15	CCNB2|9133	FALSE
CCNB3	ENSG00000147082	X	CCNB3|85417	FALSE
CCNC	ENSG00000112237	6	CCNC|892	TRUE
CCND1	ENSG00000110092	11	CCND1|595	TRUE
CCND2	ENSG00000118971	12	CCND2|894	TRUE
CCND3	ENSG00000112576	6	CCND3|896	TRUE
CCNDBP1	ENSG00000166946	15	CCNDBP1|23582	TRUE
CCNE1	ENSG00000105173	19	CCNE1|898	FALSE
CCNE2	ENSG00000175305	8	CCNE2|9134	TRUE
CCNF	ENSG00000162063	16	CCNF|899	FALSE
CCNG1	ENSG00000113328	5	CCNG1|900	TRUE
CCNG2	ENSG00000138764	4	CCNG2|901	TRUE
CCNH	ENSG00000134480	5	CCNH|902	TRUE
CCNI2	ENSG00000205089	5	CCNI2|645121	FALSE
CCNI	ENSG00000118816	4	CCNI|10983	TRUE
CCNJL	ENSG00000135083	5	CCNJL|79616	FALSE
CCNJ	ENSG00000107443	10	CCNJ|54619	FALSE
CCNK	ENSG00000090061	14	CCNK|8812	TRUE
CCNL1	ENSG00000163660	3	CCNL1|57018	TRUE
CCNL2	ENSG00000221978	1	CCNL2|81669	TRUE
CCNO	ENSG00000152669	5	CCNO|10309	FALSE
CCNT1	ENSG00000129315	12	CCNT1|904	FALSE
CCNT2	ENSG00000082258	2	CCNT2|905	TRUE
151195	ENSG00000163249	2	CCNYL1|151195	TRUE
CCNY	ENSG00000108100	10	CCNY|219771	TRUE
9236	ENSG00000260916	15	CCPG1|9236	TRUE
CCR10	ENSG00000184451	17	CCR10|2826	FALSE
CCR1	ENSG00000163823	3	CCR1|1230	TRUE
CCR2	ENSG00000121807	3	CCR2|729230	FALSE
CCR3	ENSG00000183625	3	CCR3|1232	FALSE
CCR4	ENSG00000183813	3	CCR4|1233	FALSE
CCR5	ENSG00000160791	3	CCR5|1234	FALSE
CCR6	ENSG00000112486	6	CCR6|1235	FALSE
CCR7	ENSG00000126353	17	CCR7|1236	FALSE
CCR8	ENSG00000179934	3	CCR8|1237	FALSE
CCR9	ENSG00000173585	3	CCR9|10803	FALSE
ACKR4	ENSG00000129048	3	CCRL1|51554	FALSE
CCRL2	ENSG00000121797	3	CCRL2|9034	FALSE
NOCT	ENSG00000151014	4	CCRN4L|25819	FALSE
CCS	ENSG00000173992	11	CCS|9973	TRUE
CCT2	ENSG00000166226	12	CCT2|10576	TRUE
CCT3	ENSG00000163468	1	CCT3|7203	TRUE
CCT4	ENSG00000115484	2	CCT4|10575	TRUE
CCT5	ENSG00000150753	5	CCT5|22948	TRUE
CCT6A	ENSG00000146731	7	CCT6A|908	TRUE
CCT6B	ENSG00000132141	17	CCT6B|10693	FALSE
CCT7	ENSG00000135624	2	CCT7|10574	TRUE
CCT8L2	ENSG00000198445	22	CCT8L2|150160	FALSE
CCT8	ENSG00000156261	21	CCT8|10694	TRUE
CD101	ENSG00000134256	1	CD101|9398	FALSE
CD109	ENSG00000156535	6	CD109|135228	TRUE
CD14	ENSG00000170458	5	CD14|929	TRUE
CD151	ENSG00000177697	11	CD151|977	TRUE
CD160	ENSG00000117281	1	CD160|11126	FALSE
CD163L1	ENSG00000177675	12	CD163L1|283316	FALSE
CD163	ENSG00000177575	12	CD163|9332	TRUE
CD164L2	ENSG00000174950	1	CD164L2|388611	FALSE
CD164	ENSG00000135535	6	CD164|8763	TRUE
CD177	ENSG00000204936	19	CD177|57126	FALSE
CD180	ENSG00000134061	5	CD180|4064	FALSE
CD19	ENSG00000177455	16	CD19|930	FALSE
CD1A	ENSG00000158477	1	CD1A|909	FALSE
CD1B	ENSG00000158485	1	CD1B|910	FALSE
CD1C	ENSG00000158481	1	CD1C|911	FALSE
CD1D	ENSG00000158473	1	CD1D|912	FALSE
CD1E	ENSG00000158488	1	CD1E|913	FALSE
CD200R1L	ENSG00000206531	3	CD200R1L|344807	FALSE
CD200R1	ENSG00000163606	3	CD200R1|131450	FALSE
CD200	ENSG00000091972	3	CD200|4345	TRUE
CD207	ENSG00000116031	2	CD207|50489	FALSE
CD209	ENSG00000090659	19	CD209|30835	FALSE
CD226	ENSG00000150637	18	CD226|10666	FALSE
933	ENSG00000012124	19	CD22|933	TRUE
CD244	ENSG00000122223	1	CD244|51744	FALSE
CD247	ENSG00000198821	1	CD247|919	FALSE
CD248	ENSG00000174807	11	CD248|57124	TRUE
CD24	ENSG00000272398	6	CD24|100133941	TRUE
CD274	ENSG00000120217	9	CD274|29126	FALSE
CD276	ENSG00000103855	15	CD276|80381	TRUE
CD27	ENSG00000139193	12	CD27|939	FALSE
CD28	ENSG00000178562	2	CD28|940	FALSE
CD2AP	ENSG00000198087	6	CD2AP|23607	TRUE
CD2BP2	ENSG00000169217	16	CD2BP2|10421	TRUE
CD2	ENSG00000116824	1	CD2|914	FALSE
CD300A	ENSG00000167851	17	CD300A|11314	TRUE
CD300C	ENSG00000167850	17	CD300C|10871	FALSE
CD300E	ENSG00000186407	17	CD300E|342510	FALSE
CD300LB	ENSG00000178789	17	CD300LB|124599	FALSE
CD300LD	ENSG00000204345	17	CD300LD|100131439	FALSE
CD300LF	ENSG00000186074	17	CD300LF|146722	FALSE
CD300LG	ENSG00000161649	17	CD300LG|146894	FALSE
CD302	ENSG00000241399	2	CD302|9936	TRUE
CD320	ENSG00000167775	19	CD320|51293	TRUE
CD33	ENSG00000105383	19	CD33|945	FALSE
CD34	ENSG00000174059	1	CD34|947	TRUE
CD36	ENSG00000135218	7	CD36|948	FALSE
CD37	ENSG00000104894	19	CD37|951	TRUE
CD38	ENSG00000004468	4	CD38|952	TRUE
CD3D	ENSG00000167286	11	CD3D|915	FALSE
CD3EAP	ENSG00000117877	19	CD3EAP|10849	TRUE
CD3E	ENSG00000198851	11	CD3E|916	FALSE
CD3G	ENSG00000160654	11	CD3G|917	FALSE
CD40LG	ENSG00000102245	X	CD40LG|959	FALSE
CD40	ENSG00000101017	20	CD40|958	FALSE
CD44	ENSG00000026508	11	CD44|960	TRUE
CD46	ENSG00000117335	1	CD46|4179	TRUE
CD47	ENSG00000196776	3	CD47|961	TRUE
CD48	ENSG00000117091	1	CD48|962	FALSE
CD4	ENSG00000010610	12	CD4|920	TRUE
CD52	ENSG00000169442	1	CD52|1043	FALSE
CD53	ENSG00000143119	1	CD53|963	TRUE
CD55	ENSG00000196352	1	CD55|1604	FALSE
CD58	ENSG00000116815	1	CD58|965	FALSE
CD59	ENSG00000085063	11	CD59|966	TRUE
CD5L	ENSG00000073754	1	CD5L|922	FALSE
CD5	ENSG00000110448	11	CD5|921	FALSE
CD63	ENSG00000135404	12	CD63|967	TRUE
CD68	ENSG00000129226	17	CD68|968	TRUE
CD69	ENSG00000110848	12	CD69|969	FALSE
CD6	ENSG00000013725	11	CD6|923	FALSE
CD70	ENSG00000125726	19	CD70|970	FALSE
CD72	ENSG00000137101	9	CD72|971	FALSE
CD74	ENSG00000019582	5	CD74|972	TRUE
CD79A	ENSG00000105369	19	CD79A|973	FALSE
CD79B	ENSG00000007312	17	CD79B|974	FALSE
CD7	ENSG00000173762	17	CD7|924	FALSE
CD80	ENSG00000121594	3	CD80|941	FALSE
CD81	ENSG00000110651	11	CD81|975	FALSE
CD82	ENSG00000085117	11	CD82|3732	TRUE
CD83	ENSG00000112149	6	CD83|9308	TRUE
CD84	ENSG00000066294	1	CD84|8832	FALSE
CD86	ENSG00000114013	3	CD86|942	TRUE
CD8A	ENSG00000153563	2	CD8A|925	FALSE
CD8B	ENSG00000172116	2	CD8B|926	FALSE
CD93	ENSG00000125810	20	CD93|22918	TRUE
CD96	ENSG00000153283	3	CD96|10225	FALSE
ADGRE5	ENSG00000123146	19	CD97|976	TRUE
CD99L2	ENSG00000102181	X	CD99L2|83692	TRUE
CD9	ENSG00000010278	12	CD9|928	TRUE
CDADC1	ENSG00000102543	13	CDADC1|81602	FALSE
CDAN1	ENSG00000140326	15	CDAN1|146059	TRUE
CDA	ENSG00000158825	1	CDA|978	FALSE
CDC123	ENSG00000151465	10	CDC123|8872	TRUE
CDC14A	ENSG00000079335	1	CDC14A|8556	FALSE
CDC14B	ENSG00000081377	9	CDC14B|8555	TRUE
CDC16	ENSG00000130177	13	CDC16|8881	TRUE
CDC20B	ENSG00000164287	5	CDC20B|166979	FALSE
CDC20	ENSG00000117399	1	CDC20|991	TRUE
CDC23	ENSG00000094880	5	CDC23|8697	TRUE
CDC25A	ENSG00000164045	3	CDC25A|993	FALSE
CDC25B	ENSG00000101224	20	CDC25B|994	TRUE
CDC25C	ENSG00000158402	5	CDC25C|995	FALSE
CDC26	ENSG00000176386	9	CDC26|246184	FALSE
CDC27	ENSG00000004897	17	CDC27|996	TRUE
CDC34	ENSG00000099804	19	CDC34|997	TRUE
CDC37L1	ENSG00000106993	9	CDC37L1|55664	TRUE
11140	ENSG00000105401	19	CDC37|11140	TRUE
CDC40	ENSG00000168438	6	CDC40|51362	TRUE
CDC42BPA	ENSG00000143776	1	CDC42BPA|8476	TRUE
CDC42BPB	ENSG00000198752	14	CDC42BPB|9578	TRUE
CDC42BPG	ENSG00000171219	11	CDC42BPG|55561	FALSE
CDC42EP1	ENSG00000128283	22	CDC42EP1|11135	TRUE
CDC42EP2	ENSG00000149798	11	CDC42EP2|10435	TRUE
CDC42EP3	ENSG00000163171	2	CDC42EP3|10602	FALSE
CDC42EP4	ENSG00000179604	17	CDC42EP4|23580	TRUE
CDC42EP5	ENSG00000167617	19	CDC42EP5|148170	FALSE
CDC42SE1	ENSG00000197622	1	CDC42SE1|56882	TRUE
CDC42SE2	ENSG00000158985	5	CDC42SE2|56990	TRUE
CDC42	ENSG00000070831	1	CDC42|998	TRUE
CDC45	ENSG00000093009	22	CDC45|8318	FALSE
CDC5L	ENSG00000096401	6	CDC5L|988	TRUE
CDC6	ENSG00000094804	17	CDC6|990	FALSE
CDC73	ENSG00000134371	1	CDC73|79577	TRUE
CDC7	ENSG00000097046	1	CDC7|8317	TRUE
CDCA2	ENSG00000184661	8	CDCA2|157313	FALSE
CDCA3	ENSG00000111665	12	CDCA3|83461	FALSE
CDCA4	ENSG00000170779	14	CDCA4|55038	FALSE
CDCA5	ENSG00000146670	11	CDCA5|113130	TRUE
CDCA7L	ENSG00000164649	7	CDCA7L|55536	TRUE
CDCA7	ENSG00000144354	2	CDCA7|83879	TRUE
CDCA8	ENSG00000134690	1	CDCA8|55143	FALSE
CDCP1	ENSG00000163814	3	CDCP1|64866	FALSE
CDCP2	ENSG00000157211	1	CDCP2|200008	FALSE
CDH10	ENSG00000040731	5	CDH10|1008	TRUE
CDH11	ENSG00000140937	16	CDH11|1009	TRUE
CDH12	ENSG00000154162	5	CDH12|1010	FALSE
CDH13	ENSG00000140945	16	CDH13|1012	TRUE
CDH15	ENSG00000129910	16	CDH15|1013	FALSE
CDH16	ENSG00000166589	16	CDH16|1014	FALSE
CDH17	ENSG00000079112	8	CDH17|1015	FALSE
CDH18	ENSG00000145526	5	CDH18|1016	TRUE
CDH19	ENSG00000071991	18	CDH19|28513	FALSE
CDH1	ENSG00000039068	16	CDH1|999	TRUE
CDH20	ENSG00000101542	18	CDH20|28316	TRUE
CDH22	ENSG00000149654	20	CDH22|64405	TRUE
CDH23	ENSG00000107736	10	CDH23|64072	FALSE
CDH24	ENSG00000139880	14	CDH24|64403	TRUE
CDH26	ENSG00000124215	20	CDH26|60437	FALSE
CDH2	ENSG00000170558	18	CDH2|1000	TRUE
CDH3	ENSG00000062038	16	CDH3|1001	FALSE
CDH4	ENSG00000179242	20	CDH4|1002	TRUE
CDH5	ENSG00000179776	16	CDH5|1003	TRUE
CDH6	ENSG00000113361	5	CDH6|1004	TRUE
CDH7	ENSG00000081138	18	CDH7|1005	FALSE
CDH8	ENSG00000150394	16	CDH8|1006	TRUE
CDH9	ENSG00000113100	5	CDH9|1007	FALSE
CDHR1	ENSG00000148600	10	CDHR1|92211	TRUE
CDHR2	ENSG00000074276	5	CDHR2|54825	FALSE
CDHR3	ENSG00000128536	7	CDHR3|222256	FALSE
CDHR4	ENSG00000187492	3	CDHR4|389118	FALSE
CDHR5	ENSG00000099834	11	CDHR5|53841	FALSE
CDIPT	ENSG00000103502	16	CDIPT|10423	TRUE
CDK10	ENSG00000185324	16	CDK10|8558	TRUE
CDK11A	ENSG00000008128	1	CDK11A|728642	TRUE
CDK11B	ENSG00000248333	1	CDK11B|984	TRUE
CDK12	ENSG00000167258	17	CDK12|51755	TRUE
CDK13	ENSG00000065883	7	CDK13|8621	TRUE
CDK14	ENSG00000058091	7	CDK14|5218	TRUE
CDK15	ENSG00000138395	2	CDK15|65061	FALSE
CDK16	ENSG00000102225	X	CDK16|5127	TRUE
CDK17	ENSG00000059758	12	CDK17|5128	TRUE
CDK18	ENSG00000117266	1	CDK18|5129	TRUE
CDK19	ENSG00000155111	6	CDK19|23097	TRUE
CDK1	ENSG00000170312	10	CDK1|983	TRUE
CDK20	ENSG00000156345	9	CDK20|23552	TRUE
CDK2AP1	ENSG00000111328	12	CDK2AP1|8099	TRUE
CDK2AP2	ENSG00000167797	11	CDK2AP2|10263	TRUE
CDK2	ENSG00000123374	12	CDK2|1017	TRUE
TEN1-CDK3	ENSG00000261408	17	CDK3|1018	FALSE
CDK4	ENSG00000135446	12	CDK4|1019	TRUE
